raw	canonical	source	notes
scraping	scrape	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scratch	scratch	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
screw	screw	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
screwed	screw	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
scroll	scroll	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
scrunched up	scrunch up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
scurry	scurry	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
seal	seal	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
seals	seal	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
seasoning	season	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sections	section	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
see through	see through	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
seek	seek	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
seizing	seize	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sending for	send for	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sends out	send out	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sent in	send in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sentenced	sentence	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
setting down	set down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shackled	shackle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
shed	shed	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
sheltering	shelter	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
shingled	shingle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shingles	shingle	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shining up	shine up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shooting down	shoot down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
shortens	shorten	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
shovels in	shovel in	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
showering down	shower down	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shows off	show off	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
shows up	show up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
shucked	shuck	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
shushing	shush	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sifts	sift	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=manual_action_synset_selected
sighing	sigh	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
sighted	sight	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
signing up	sign up	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
silence	silence	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
silencing	silence	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
simplifying	simplify	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
simulates	simulate	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
skewering	skewer	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
skimming	skim	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=prior_action_selected_query_reused
skirted	skirt	gpic_observed_action_inventory	export_tag=chosen_action_canonical_synonym; decision_status=chosen; canonical_selection_tag=selected_single_observed_variant_matched_synset_lemma; decision_reason=selected_verb_synset
